,score
4973,630.330293914174
4974,589.4981166804396
4975,646.3136125854892
4976,642.3166740553092
4977,658.6234676446883
4978,599.8505462227286
4979,619.8022017399039
4980,614.5800488365021
4981,567.742348313709
4982,648.3251794953176
4983,633.5878895651406
4984,627.6275719930957
4985,607.8131658352956
4986,614.5333850163547
4987,630.1381175173058
4988,566.2274039558278
4989,666.9261838790023
4990,598.345370608025
4991,596.3412511595252
4992,614.6758003405438
4993,544.8685323977958
4994,606.4282842032912
4995,600.0801824015933
4996,651.243096833141
4997,624.8461367038126
4998,597.4417182764533
4999,575.1775635419875
5000,561.4459116804993
5001,610.5691784810647
5002,618.0308023041416
5003,591.9972730780859
5004,653.832101635676
5005,683.8382560174915
5006,602.732910810721
5007,571.8337483534444
5008,591.0441694968291
5009,611.1764778309703
5010,670.5172547895058
5011,610.869439563161
5012,633.2246713628857
5013,602.827189029892
5014,659.5584160187584
5015,593.6975225010269
5016,627.5409247279317
5017,645.2880072614025
5018,584.2575774844164
5019,662.7062538451345
5020,648.8720506160221
5021,588.1491076104287
5022,585.8178637213744
5023,623.9771117405536
5024,645.5910682837857
5025,599.5303827612296
5026,571.761171938181
5027,522.7444216120016
5028,572.0279256123866
5029,640.2078466581183
5030,578.8815172993988
5031,639.4082759116362
5032,655.5960694262484
5033,632.0249749864496
5034,598.8170745930275
5035,663.0858145157704
5036,594.4597665586921
5037,608.9425497010078
5038,617.3579863049827
5039,642.2016531832639
5040,592.2929565814502
5041,606.2061679665846
5042,554.780155265528
5043,617.573031021986
5044,638.8835849694947
5045,575.9492276057033
5046,632.4106544773933
5047,623.4120530704428
5048,626.98938132894
5049,633.4886182210103
5050,633.053377451883
5051,622.3775340069193
5052,602.193203934862
5053,565.4381374119158
5054,600.1205129471971
5055,606.1098163214451
5056,632.64924883411
5057,591.9128856493967
5058,643.3564283114532
5059,611.6710255439382
5060,618.148831120718
5061,600.6275319527429
5062,604.2141748683792
5063,652.4520380949645
5064,640.0082354318348
5065,655.3130425094591
5066,607.7436319139085
5067,632.676284924504
5068,607.9991680644339
5069,646.8878972866877
5070,611.9894212729397
5071,686.0300211313923
5072,618.6552363936822
5073,604.5930163980386
5074,602.1774724858841
5075,694.8587731256949
5076,635.7332822608353
5077,638.8432320602493
5078,659.2254481230482
5079,571.7208881789747
5080,665.9930901685209
5081,680.4268218858834
5082,657.1558117942046
5083,619.0228497814611
5084,614.6432754029985
5085,599.2044468828312
5086,595.763254994828
5087,629.825962001971
5088,686.1763415419709
5089,605.3775814736406
5090,662.2237976461748
5091,646.0825237163831
5092,594.8325319590797
5093,655.6041976449853
5094,658.3942423803635
5095,601.8427003795839
5096,648.985650559441
5097,562.5888750276474
5098,591.312918795144
5099,663.5214711582383
5100,607.2983883090455
5101,604.1101775554201
5102,602.2263849094088
5103,680.2861062737479
5104,537.6546264878158
5105,615.1307286121461
5106,656.991612190021
5107,620.2009318378367
5108,569.7344488398405
5109,644.6002123042464
5110,568.3735642739308
5111,605.5061275723111
5112,663.5987131443554
5113,581.7798509125539
5114,631.215889027425
5115,641.0022665943096
5116,640.0453288958796
5117,585.2053228193473
5118,607.3058203864397
5119,595.8116287220046
5120,589.0283799393394
5121,635.3951040487616
5122,626.9491318820785
5123,615.2189903439865
5124,570.5600145108
5125,626.0348462215281
5126,590.3458709428476
5127,687.2165664040687
5128,615.8226185398504
5129,613.853050348246
5130,601.2366547996596
5131,637.5777796763941
5132,646.490046394852
5133,684.524039264534
5134,574.3256507938295
5135,596.9721320108246
5136,585.7354869375276
5137,578.1493718542329
5138,576.4394916285986
5139,667.3443187062154
5140,623.5091348264845
5141,657.1050267009273
5142,612.7231561761188
5143,684.3659314720255
5144,605.3856757023689
5145,611.9592926438518
5146,561.8723152771544
5147,582.3212119412071
5148,601.8448963752343
5149,602.5192218672722
5150,632.3212778686122
5151,628.48450053798
5152,628.5396162463987
5153,622.1516246959239
5154,635.3286078198719
5155,615.013468483966
5156,629.05608487636
5157,627.2986490024088
5158,641.0072833562971
5159,603.1860355969665
5160,617.1511001651709
5161,605.5719096599776
5162,651.4177014119059
5163,633.686246206933
5164,563.8423001961074
5165,561.656184561377
5166,636.5595341440949
5167,623.1972497436504
5168,633.274919637445
5169,583.0861280309307
5170,649.9892557641099
5171,636.7580753666115
5172,664.0272631901977
5173,651.0821401030033
5174,636.5826012344296
5175,618.5679462990927
5176,612.7656025046122
5177,673.4975379989709
5178,626.4223379513531
5179,560.8084873460074
5180,625.8828135376363
5181,626.4620661265004
5182,537.1836795451502
5183,605.0871632460573
5184,624.110352018129
5185,650.8653927388139
5186,610.473335438578
5187,617.1368732284976
5188,610.2617041322358
5189,559.12882702346
5190,588.9352420272955
5191,632.309503820209
5192,594.2955924423133
5193,617.9429976342633
5194,626.6118119027822
5195,631.6513718653626
5196,590.0581408713435
5197,640.5287727589464
5198,621.1085677544661
5199,612.0662118979075
5200,642.3033054123714
5201,593.4197956974938
5202,594.5952539439677
5203,616.7852820087529
5204,600.9139872332573
5205,654.1647952903523
5206,575.6471082632685
5207,598.9706939307626
5208,584.5779839160659
5209,672.9027523020754
5210,567.7862551456893
5211,658.989177212477
5212,593.9944860021519
5213,611.7023652932241
5214,640.6443840075643
5215,599.4016988222967
5216,685.1379742353245
5217,635.0405245005913
5218,677.4773963658181
5219,612.3031904796428
5220,663.5817209784232
5221,614.8193975618497
5222,668.1337432453024
5223,637.8044772344355
5224,588.0790870578429
5225,610.9319116408823
5226,626.9769086114194
5227,657.0292509281774
5228,576.4856425088693
5229,587.088636744323
5230,658.5882808001367
5231,626.9184054052766
5232,659.692383161508
5233,614.1267788712618
5234,577.5584223520793
5235,626.2254146668837
5236,638.2177020089937
5237,608.2365111698377
5238,645.717964457848
5239,608.3944877222463
5240,673.8206411974645
5241,592.4760024274494
5242,609.7552626668728
5243,665.9710504357375
5244,609.383511307374
5245,633.4663776375369
5246,607.869369899956
5247,618.4824992318368
5248,632.3636128359387
5249,616.3591112391944
5250,628.1801409264124
5251,612.9545732189974
5252,659.0725012012654
5253,582.4574812036196
5254,609.0754084303263
5255,602.5400147213772
5256,638.6606777060381
5257,672.5407246851948
5258,599.0866439582636
5259,611.8331898704151
5260,607.9082084994485
5261,600.4614669513505
5262,634.038667912987
5263,622.0851220444431
5264,655.3559985446708
5265,622.6466266862404
5266,507.5770611375464
5267,669.1819812984505
5268,653.2867994320378
5269,666.7848608917484
5270,649.6843100311078
5271,641.5728047752207
5272,558.2794116674719
5273,639.8364369052731
5274,605.6244448234091
5275,654.0398116377888
5276,682.6230453516656
5277,654.0415527686466
5278,593.8244336792515
5279,641.314285178401
5280,582.168495263391
5281,568.415766236496
5282,619.7676728189949
5283,659.3336313469556
5284,622.9718153192091
5285,620.026342379745
5286,601.904478470138
5287,661.4974602140137
5288,627.6411109343733
5289,639.9481854185437
5290,597.4556884220171
5291,621.4876724488606
5292,594.8497314070314
5293,623.459699186242
5294,626.7828303546105
5295,615.0816843550155
5296,623.2596990132198
5297,647.6800289806985
5298,641.3106644206882
5299,573.9956006742005
5300,636.2577545296505
5301,659.1018292161984
5302,648.8598029300955
5303,608.8045493205115
5304,576.8244053847143
5305,581.1949387581088
5306,600.393571983486
5307,629.4436290685255
5308,528.3049484828932
5309,648.840232124199
5310,584.690961642968
5311,615.385698949827
5312,611.9805735144632
5313,638.7167850929717
5314,655.9472348497931
5315,477.5126146776461
5316,598.0179885919736
5317,620.0089536471855
5318,620.2217079067241
5319,619.1889943435724
5320,645.3917582542501
5321,603.260253421536
5322,627.8729709820057
5323,605.1438949659532
5324,626.253404059056
5325,636.7975837847159
5326,619.763851021776
5327,585.0222398096981
5328,588.4160957704185
5329,589.8248197994046
5330,630.1810502989001
5331,639.8748481171287
5332,691.6982085299719
5333,574.8090736762315
5334,665.3441288440591
5335,596.6664346199643
5336,658.7045779715108
5337,648.9721773715332
5338,618.949616582648
5339,629.3426055777572
5340,574.9958875127724
5341,629.0235744536114
5342,639.5546360073823
5343,640.6438194456864
5344,647.5803280658357
5345,635.0046214743827
5346,619.6547608340493
5347,662.6668537313936
5348,596.4320282363658
5349,662.8118844785646
5350,645.2199854161897
5351,624.384685292028
5352,602.8436293136431
5353,574.8397592066013
5354,628.0132209718439
5355,628.7599360914261
5356,667.1117124975485
5357,621.9738165149004
5358,608.7694049388214
5359,630.1497103071001
5360,621.7275011754365
5361,629.6282613877742
5362,656.2405695387879
5363,611.6536401341972
5364,640.2973177933287
5365,550.5129524008972
5366,582.8541959442462
5367,599.0092667517237
5368,560.5690621541492
5369,619.7268652199846
5370,610.4967755689178
5371,610.0653476635092
5372,593.3861765901323
5373,644.2955121329662
5374,646.2670675954133
5375,597.1246727153884
5376,637.9520104478473
5377,630.503215834244
5378,651.6047949826919
5379,638.8546898103937
5380,606.1778142373286
5381,634.4382184843041
5382,633.3139442842107
5383,672.8824940252698
5384,643.7328894289666
5385,625.3929312835734
5386,549.3924588536605
5387,634.9241014755332
5388,639.4547714295396
5389,650.8372126587708
5390,572.5667704171656
5391,548.1194836990172
5392,559.5739810840809
5393,583.4152815213873
5394,574.6236838224995
5395,619.2767970197297
5396,668.4249262758725
5397,611.79809662175
5398,637.6408301100365
5399,655.133273498083
5400,594.7593520206012
5401,585.5330333491972
5402,570.8168869864066
5403,579.0221782622945
5404,586.9340223523717
5405,623.3221585386469
5406,619.2130200680243
5407,637.9806245942821
5408,643.7479021993678
5409,654.9435787843537
5410,645.804543448775
5411,568.7709981621487
5412,660.4585409474167
5413,600.7829976022709
5414,616.3871147158895
5415,687.0844152620589
5416,620.1887577940527
5417,647.6445128283849
5418,585.7474043097676
5419,639.8732631039603
5420,560.4589589820639
5421,618.2161391025136
5422,629.5092799228918
5423,638.8013070294902
5424,632.2700527940434
5425,637.7667671563947
5426,639.7917141880646
5427,601.4494608425471
5428,627.952607866956
5429,610.1391889216648
5430,624.474339852084
5431,584.2170180871647
5432,627.6207028545457
5433,655.062533965441
5434,665.7362922884391
5435,611.7705791228707
5436,644.201565825367
5437,606.0124617433012
5438,641.9856695008398
5439,656.0870171366766
5440,633.6348159593149
5441,631.4642100722735
5442,588.1157963614542
5443,662.5201682639832
5444,608.8750253959078
5445,616.6697618720987
5446,657.954230883898
5447,643.1430877173906
5448,653.7802832342056
5449,588.9758087704951
5450,602.8826279253988
5451,625.4871626444567
5452,640.519644232722
5453,664.9025568917232
5454,629.5480968954503
5455,620.1315004168459
5456,632.5172692375952
5457,645.4398833705449
5458,637.4919663362172
5459,539.8310211782233
5460,615.839491914398
5461,646.1305063089505
5462,590.1815795318565
5463,622.3209270926071
5464,635.1670737467255
5465,607.2474160316611
5466,619.7261860196285
5467,656.3330850671932
5468,663.5596089302214
5469,674.2677905204005
5470,604.0692920017533
5471,596.7798874389312
5472,564.031629688068
5473,606.7400651091208
5474,590.2288062980854
5475,630.2135589897657
5476,659.5742997541031
5477,633.6420989077847
5478,599.024994643153
5479,624.1635230092719
5480,586.6296859635495
5481,636.2057509900629
5482,648.054625434882
5483,629.7043403001451
5484,630.0824595868991
5485,616.2753208602398
5486,602.4027750123203
5487,603.7426862196348
5488,509.6072481095955
5489,650.7642881090196
5490,661.7072014530687
5491,606.9604955432845
5492,637.9152603376186
5493,626.4431152434466
5494,521.4163855350134
5495,608.7378023958727
5496,632.2645851164968
5497,603.6205903715676
5498,659.757070198067
5499,607.6773397642704
5500,604.6371245038946
5501,666.3839287873049
5502,606.4131399845346
5503,610.3856793241084
5504,613.280346642168
5505,650.6668092030596
5506,650.7252512149308
5507,641.9157500354254
5508,659.1379557379673
5509,587.4933835237891
5510,665.0774329442826
5511,646.6510222622314
5512,638.7514988602227
5513,633.6173570756791
5514,625.6888729692007
5515,573.3340255912047
5516,600.8280077604844
5517,625.2853548986367
5518,621.8789072798413
5519,583.6321450353515
5520,612.4400545177829
5521,623.2056797087379
5522,601.7472360692757
5523,669.8871908795938
5524,631.5625892379798
5525,611.5735453754843
5526,624.9172753904445
5527,658.5653777354692
5528,627.1879527781207
5529,639.0498401772443
5530,597.4052568685589
5531,616.1419590030437
5532,648.7881571398335
5533,568.0755536776376
5534,619.3339494337696
5535,650.1869201921061
5536,614.8191025916719
5537,619.2054881694992
5538,577.3976084367465
5539,623.5513469443796
5540,638.946130456184
5541,626.4264967730459
5542,634.7572607653932
5543,654.8947742485661
5544,649.8112683252723
5545,643.4488079542116
5546,649.415570062897
5547,610.1534068492174
5548,608.8773714025034
5549,670.9789189006497
5550,606.4226699851843
5551,602.8904595783217
5552,632.1004349132497
5553,623.4444687028403
5554,603.7097079335363
5555,629.2578537239859
5556,574.6196594586897
5557,603.6908244281225
5558,638.8367248678665
5559,575.9730300042588
5560,652.8981443771399
5561,618.8017307266206
5562,565.4335341297785
5563,606.0421519628677
5564,661.0858639007978
5565,576.6135449979158
5566,624.6493433584412
5567,647.8694532919701
5568,653.0132273754472
5569,582.4570500542744
5570,612.4825502848963
5571,622.4055504720723
5572,616.1617919034203
5573,655.3007939179669
5574,582.2519044470666
5575,632.6427842692649
5576,611.8846788487374
5577,636.6043573169158
5578,620.9074894220743
5579,677.8860852938142
5580,641.3081353476814
5581,630.1670322983543
5582,635.5345772436151
5583,570.1293134156647
5584,574.9692478027702
5585,636.1505920451527
5586,635.1241369977344
5587,643.0121636206699
5588,681.5335947001637
5589,647.8409614776755
5590,581.9291153656683
5591,614.3996242246035
5592,631.3353211658374
5593,667.2469603904408
5594,593.3120996133264
5595,624.6375529638724
5596,583.3241679538883
5597,677.005220238714
5598,664.4203803982476
5599,602.2917460345005
5600,643.6695137668137
5601,589.5529525581857
5602,673.84611238548
5603,620.1069645622221
5604,571.2738596021071
5605,665.5950281175166
5606,630.1189499333157
5607,639.6881707540485
5608,647.3066584742273
5609,607.8403396440251
5610,615.2076843518788
5611,664.8762067731075
5612,606.1783235838692
5613,604.5704641648983
5614,629.7076031713092
5615,616.8292357285494
5616,644.7915559381106
5617,663.1117640085006
5618,657.4339655444313
5619,637.2020069227495
5620,653.4667914611185
5621,585.2894418881917
5622,634.3969702984202
5623,606.6064736957395
5624,654.5604812225084
5625,598.5306289979369
5626,608.9387173552989
5627,640.7621561864138
5628,636.9431632720197
5629,604.2128544136508
5630,641.7663620306133
5631,627.2749622991473
5632,671.75209247161
5633,622.8136629825239
5634,646.7885707344169
5635,615.3720123251031
5636,599.9788670423721
5637,652.9021895526878
5638,591.665273370791
5639,655.742289413382
5640,608.2882822766255
5641,604.946301771496
5642,644.8517108808957
5643,592.5216728002913
5644,662.3394218215212
5645,610.5789347635045
5646,598.3238354081802
5647,644.0312300530786
5648,644.875131442839
5649,594.4921822755892
5650,646.4517854318539
5651,584.6006701758139
5652,681.9295616241449
5653,665.7920659451654
5654,603.9879307074794
5655,632.9901197937093
5656,607.5982079524792
5657,618.6172329921591
5658,678.5314550277059
5659,625.6756956735937
5660,552.6005779311464
5661,602.0387542850327
5662,589.962019851789
5663,585.579076323459
5664,573.2524308121024
5665,662.528350090316
5666,585.5685530488845
5667,586.8139977975518
5668,613.1759803778074
5669,581.9557891369935
5670,641.7992466244788
5671,639.6536304494101
5672,619.0601661338069
5673,610.3265519199808
5674,602.4137837424802
5675,678.6469525339231
5676,555.4979427919809
5677,634.4160141248763
5678,652.7069531544596
5679,657.0618061661519
5680,617.5437848379993
5681,633.3600624773936
5682,591.4095265887801
5683,664.4117936124966
5684,651.33525397642
5685,633.6969911644626
5686,608.1159828951295
5687,622.0780060763811
5688,621.5839638777006
5689,611.2344085807147
5690,609.1659622414551
5691,625.4831990497984
5692,568.957836655875
5693,613.550639612439
5694,599.5823508590298
5695,601.9005002165028
5696,589.5139799990238
5697,629.7893576726243
5698,632.5084530850429
5699,616.4941341244063
5700,583.3755414950724
5701,670.1532176415426
5702,585.6603268528384
5703,660.3221990060491
5704,602.7800698524572
5705,620.3484967851763
5706,663.3612576203637
5707,552.9985735016144
5708,583.4259014311363
5709,617.5525061776973
5710,628.45918559251
5711,654.1927305207763
5712,634.554491784714
5713,659.3077369257587
5714,622.4004316265148
5715,649.4700945291497
5716,614.8181549623265
5717,559.7252669616305
5718,603.6944736300496
5719,644.6653378425378
5720,621.8161398536218
5721,621.8609455435766
5722,617.4932081899901
5723,587.3272026228651
5724,669.3847862683189
5725,575.0466713333806
5726,616.9695008813803
5727,627.7904787121977
5728,630.4688885336519
5729,642.5474912236191
5730,586.8983403091321
5731,629.1034059718356
5732,602.4216225666019
5733,624.9472201969925
5734,527.0097950277284
5735,585.1386428925451
5736,622.5742225709689
5737,660.3256667930027
5738,679.6295736878583
5739,628.9014081122685
5740,645.5843100573074
5741,573.0919019036736
5742,669.4291980088617
5743,621.1298667737121
5744,614.2738900391874
5745,637.9656132536322
5746,582.9173565989345
5747,599.6226216932503
5748,617.4807804015741
5749,655.0721663626239
5750,607.9907277210943
5751,550.0396942764622
5752,564.1659853498259
5753,577.3787024427166
5754,603.9298932483886
5755,655.3967837275117
5756,663.3353966515581
5757,634.2263004096313
5758,650.1577746465878
5759,609.0041182142254
5760,600.2583512972676
5761,553.5246460682058
5762,629.195906627857
5763,650.5941502106764
5764,659.1699695230217
5765,605.7989209943033
5766,611.6794847947164
5767,603.5396177069504
5768,592.7887624315681
5769,613.1920257348645
5770,592.5403925680866
5771,607.7425578519382
5772,569.9146742596736
5773,641.7141197973465
5774,665.0659472665922
5775,601.025757703464
5776,650.8615606626068
5777,569.3949364590071
5778,634.8573815088668
5779,622.5735267784187
5780,595.2965989667165
5781,634.3925251913115
5782,564.2323221458986
5783,651.9756836986764
5784,590.2985564452646
5785,599.6537633169044
5786,598.2874172448273
5787,638.4466609637846
5788,569.7707725322622
5789,640.6349468705889
5790,613.8327226601515
5791,629.706533821166
5792,616.1932920425887
5793,606.4722828425549
5794,655.2085702697111
5795,606.0695378980962
5796,641.0293796791141
5797,622.2479438650684
5798,586.9661109782523
5799,639.1819444475623
5800,656.238762648231
5801,620.6022299327154
5802,597.714747724547
5803,639.6586558619532
5804,640.2108920984381
5805,611.5048748993959
5806,652.3978805908619
5807,622.558101758548
5808,582.7886213921388
5809,591.0967105843202
5810,602.4458507441963
5811,633.9271969869952
5812,594.6141008619171
5813,595.5985401518984
5814,653.4580569135994
5815,602.2322890541518
5816,625.3083898671539
5817,630.2096467260968
5818,601.4103579942993
5819,484.4433062425122
5820,549.65912928065
5821,598.4219348603731
5822,641.5292561778821
5823,603.4151598986701
5824,654.3786249849887
5825,654.8717967994428
5826,585.1110542810972
5827,599.6339915938211
5828,615.4773526005349
5829,593.7079134246083
5830,613.904734105296
5831,586.4347985533311
5832,622.8135540387625
5833,632.0968430447002
5834,605.4742701385788
5835,672.029911750576
5836,650.1309016677606
5837,620.7948536230288
5838,610.9341940015786
5839,610.2511884920308
5840,603.8666711918756
5841,629.5451693110269
5842,629.6451945056687
5843,659.9756801575296
5844,616.1064762645398
5845,568.609816144595
5846,629.8827988305135
5847,600.178354413331
5848,665.3678920977106
5849,594.4958684885906
5850,623.5098394296556
5851,625.3394833115499
5852,590.3656205359163
5853,598.4080795244906
5854,647.0412029727039
5855,639.6251004902915
5856,589.910684594427
5857,572.6797478071417
5858,598.9084318450374
5859,606.9072069109268
5860,612.4876286398903
5861,643.8960892594399
5862,592.0877045275497
5863,661.9865055826083
5864,584.0824597533863
5865,628.4925100919135
5866,651.3958647549657
5867,631.4753754435686
5868,644.2426283786466
5869,652.9309750395255
5870,619.1093176953398
5871,615.5256849994123
5872,581.6282380661258
5873,623.5956776137459
5874,681.7083207652561
5875,641.8884082850903
5876,619.9133404536854
5877,615.1337487492149
5878,635.2410801159375
5879,647.2898217656725
5880,613.0378785291723
5881,625.2714100886687
5882,575.9548076472877
5883,616.2025955847483
5884,646.3155585613111
5885,636.2200904998508
5886,642.291240536902
5887,660.7446083070154
5888,649.1792242413239
5889,648.6694358554616
5890,671.295594233825
5891,622.6110710887491
5892,670.2701440093643
5893,620.9531381285964
5894,588.7097721164853
5895,609.6233836531883
5896,613.7124563458136
5897,664.3263864388433
5898,590.1846945249179
5899,608.8001645484708
5900,610.535347377146
5901,619.9689877436721
5902,548.587030022154
5903,606.6189037576347
5904,596.7609270567405
5905,565.1373247798765
5906,558.5602791352786
5907,570.4692218758446
5908,637.1607547173403
5909,610.9809293400986
5910,615.9771201480895
5911,650.044767537607
5912,623.2279982319534
5913,653.7088693397948
5914,655.3111184935472
5915,636.2446747435636
5916,648.4695703744301
5917,587.70971744313
5918,621.0056481733586
5919,627.058431450663
5920,618.6506772464967
5921,662.0133118296908
5922,644.0038008774894
5923,591.9029078057106
5924,587.505172071045
5925,569.3884239822364
5926,605.9806882192426
5927,574.4063103857358
5928,609.8912743587358
5929,604.1792383254863
5930,685.4072269207799
5931,652.1225138338455
5932,647.0836576048312
5933,626.5630720445347
5934,647.1621649713948
5935,618.5597469540469
5936,625.7344927700891
5937,596.951256760651
5938,642.6146675556353
5939,630.2077393486344
5940,647.9904015653597
5941,648.9420973452809
5942,599.074571060936
5943,631.0034309963534
5944,646.82349130875
5945,647.0187818420461
5946,652.4772004820007
5947,616.0678473984351
5948,659.5008847202915
5949,567.6218623808107
5950,607.4186484431505
5951,660.0973308572658
5952,662.903632845529
5953,598.3709699121322
5954,602.7135734585414
5955,638.9587293395159
5956,628.6610491578464
5957,676.5861282380951
5958,654.167557673421
5959,637.7783652469479
5960,599.6894028889617
5961,581.3004181368068
5962,595.9115657099419
5963,604.150825379544
5964,618.0502616956935
5965,589.2236999882878
5966,621.5354677421999
5967,592.7845541142557
5968,604.43810858397
5969,642.4151387064746
5970,594.8131367259324
5971,614.2978602382639
5972,651.9019269490897
5973,573.8595952534691
5974,654.0153556439196
5975,627.5382714237996
5976,636.363841760366
5977,563.9102547165686
5978,590.9046459175532
5979,591.6584463147797
5980,616.2093074905732
5981,601.0788955529456
5982,656.9549663901473
5983,653.2921903013473
5984,619.8109057216602
5985,597.3288605668735
5986,638.0657221242594
5987,629.0837166732767
5988,621.1411098065819
5989,596.3936544918754
5990,622.6427573906751
5991,634.2029607347047
5992,630.1947701344739
5993,582.049927663424
5994,640.1951463063444
5995,620.2668027366423
5996,631.1951113674498
5997,607.0103873175642
5998,618.9513562369798
5999,620.8534857580593
6000,656.8487314971981
6001,590.7224289884268
6002,642.7323162503528
6003,604.3652799442468
6004,613.3657719299814
6005,653.924044291026
6006,552.7140096541639
6007,622.2630136123349
6008,610.8910420527828
6009,571.0057905642386
6010,609.9898111220698
6011,653.4852336811579
6012,533.7279057570371
6013,668.6374118230256
6014,630.922943187346
6015,625.064439404809
6016,636.490542020243
6017,680.2474209800826
6018,591.973582117514
6019,636.4890279166999
6020,643.1362218197257
6021,615.8426582828074
6022,602.8267414872103
6023,652.7948136434387
6024,629.6713368069015
6025,644.4163607334393
6026,637.4530819044593
6027,602.4671586706396
6028,602.8598209737426
6029,648.1553625622305
6030,613.6220147074097
6031,539.7842949140177
6032,593.9590489865124
6033,672.4286223975319
6034,669.1050346630416
6035,608.0642699328741
6036,621.7303059282824
6037,673.6758469212858
6038,665.3952745734052
6039,580.9590516667324
6040,627.7501859079879
6041,600.1011638743422
6042,591.7869473617923
6043,668.3040161839047
6044,569.281852393223
6045,628.1433480876582
6046,648.1309389829452
6047,604.9724919230815
6048,623.6882682054512
6049,612.7289362307246
6050,563.4063978058172
6051,619.299121049205
6052,640.9903690590315
6053,560.7606175432139
6054,631.547633320359
6055,620.194268791055
6056,601.6180011698237
6057,642.3309863697364
6058,577.0578230855788
6059,564.4465850651229
6060,654.052734214568
6061,586.016696505464
6062,573.5980643422853
6063,570.7373050068148
6064,592.7838261624033
6065,612.993817501442
6066,609.2731783436333
6067,613.8300022624162
6068,634.9324908126797
6069,575.9744517625727
6070,635.5077174655155
6071,625.0119552268377
6072,603.5610180899639
6073,618.5351839525568
6074,646.3352104682447
6075,626.9537941438823
6076,622.7378265878885
6077,601.4683447580039
6078,674.3973263299339
6079,586.118110853526
6080,607.4029396205005
6081,583.89618981613
6082,607.9688554044833
6083,639.1016483817309
6084,602.8253764845792
6085,572.6280157557978
6086,641.4078822052635
6087,656.0883133209662
6088,666.051926718189
6089,604.5114494447166
6090,583.2333317286088
6091,654.9686072743058
6092,637.9183702116508
6093,588.7737158527073
6094,602.5462777088685
6095,627.4600786419188
6096,619.2425996204516
6097,638.9394383659237
6098,559.1494414777262
6099,595.1512122890294
6100,602.1537128136213
6101,663.905007350952
6102,632.3796322211549
6103,668.5541178916135
6104,598.3263863575647
6105,578.3690294978683
6106,638.9647783668541
6107,641.7568958480813
6108,638.1578272518918
6109,611.7568943485624
6110,605.4375938244519
6111,604.8917423711366
6112,603.8617533896331
6113,607.7390241997748
6114,617.1287413728513
6115,579.9467368509995
6116,578.0917139930324
6117,622.6935391414586
6118,639.7576225161206
6119,650.0184061832019
6120,628.7689334362558
6121,562.2475829752849
6122,667.942263764711
6123,606.3770514561626
6124,659.4214224253603
6125,619.0481283318527
6126,639.2029240792864
6127,618.1214601675539
6128,630.0005240689684
6129,664.1489906688382
6130,629.2146453897
6131,687.8529786419523
6132,648.6103394872937
6133,661.3492896469932
6134,627.1849323491413
6135,609.9310901077724
6136,647.7037535911758
6137,599.656180890653
6138,615.929062505709
6139,656.0498001145779
6140,621.9993514123806
6141,634.8023845468733
6142,601.433452850633
6143,672.0077515518303
6144,603.1134460170632
6145,666.1768297861252
6146,663.9556184161262
6147,568.0088902070584
6148,586.8518296655753
6149,609.8676891748804
6150,601.6486740913472
6151,634.7754023724458
6152,603.6752412090294
6153,609.3013773467834
6154,559.1840582631263
6155,615.1529022718894
6156,627.9899237995699
6157,643.8897726847665
6158,623.0447155973361
6159,677.9377458332881
6160,608.0274782452605
6161,566.396503101009
6162,600.10017603257
6163,586.3290859925289
6164,596.5605996071266
6165,633.614708537419
6166,637.135604462369
6167,645.8399950568952
6168,622.358338123928
6169,648.0573562287967
6170,649.2437380224472
6171,596.5141468512571
6172,596.1458358620814
6173,622.33773483367
6174,605.5877409196393
6175,609.0568658146481
6176,658.8674463927472
6177,591.8122988021125
6178,682.1281157319262
6179,594.2072409224388
6180,602.7339490301949
6181,657.2623664547926
6182,590.6949606764762
6183,597.8902183626808
6184,611.6781477573454
6185,624.4435594337114
6186,621.1391883260519
6187,605.8369534298965
6188,563.9645186058445
6189,636.9759026025682
6190,606.8564795991848
6191,591.1414042889156
6192,616.3679997621504
6193,588.2414524522878
6194,646.0263608328327
6195,604.5763195695972
6196,667.2515927973759
6197,572.1285261919763
6198,616.798470854526
6199,662.9279681474495
6200,584.3079048702017
6201,634.1023444902913
6202,625.6144497306772
6203,571.9203065855493
6204,596.8980387291549
6205,609.15753586335
6206,620.3728155855197
6207,634.4669845041512
6208,600.2631809957362
6209,593.5570581336895
6210,591.8445092055706
6211,650.9968090735421
6212,605.7826722181658
6213,596.667797693854
6214,609.6444180632101
6215,557.1393788719189
6216,640.1308096851237
6217,562.3935365577198
6218,632.9847388051415
6219,648.8961672137888
6220,608.3912531205661
6221,627.7388415044884
6222,589.2274475290253
6223,628.7070569006265
6224,640.6813265882145
6225,619.0732087478301
6226,651.8177750995058
6227,604.849801873356
6228,665.4670809354536
6229,643.1188227818433
6230,665.8982842926428
6231,641.560414838462
6232,654.2277100414263
6233,639.4792220133348
6234,601.6638682386402
6235,619.1895765415655
6236,658.4548007014616
6237,639.7940255914368
6238,587.3464109020385
6239,669.3279128672062
6240,595.9288856315538
6241,598.9612380787645
6242,638.1000999017357
6243,613.7213343442772
6244,626.9433699831229
6245,631.324028315234
6246,607.5154970024547
6247,639.212690036811
6248,620.5127802295048
6249,565.8646907159905
6250,596.0017164761593
6251,612.8703710859024
6252,601.3192435864526
6253,624.1080040064818
6254,581.4844172735201
6255,660.554393084853
6256,672.6298995659663
6257,612.2312134604492
6258,608.7424298210965
